,Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1256,1998,Jammi German,Miami (FL),WR,72.5,187,9.38,33.5,,4.53,,39.5,122,,,
1257,1998,EG Green,Florida State,WR,71.5,187,9.5,33.25,,,,,,,,
1258,1998,Jacquez Green,Florida,WR,68.9,173,8.5,31.25,,,,,,,,
1259,1998,Az-Zahir Hakim,San Diego State,WR,69.6,179,9.25,30.5,,4.45,,36,122,4.25,7.44,11.73
1260,1998,Donald Hayes,Wisconsin,WR,76.6,208,9.25,34.25,,4.57,,36,123,4.07,7.38,11.42
1261,1998,Tony Horne,Clemson,WR,69.8,179,8.25,32.5,,4.66,,33,112,4.29,7.5,11.41
1262,1998,Chris Jackson,Washington State,WR,73.1,203,9.63,32.25,,4.67,,33.5,111,4.1,7.5,11.35
1263,1998,Nakia Jenkins,Utah State,WR,72.9,215,10.38,33.63,,4.71,,34,115,,,
1264,1998,Macarthur Johnson,Howard (DC),WR,71.3,194,8.63,31.5,,4.64,,28,111,4.34,7.3,12.07
1265,1998,Pat Johnson,Oregon,WR,70.1,181,9.13,32.25,,4.42,,34.5,127,,,
1266,1998,Taj Johnson,San Diego State,WR,74,203,9.75,33.5,,4.61,,,,,,
1267,1998,Joe Jurevicius,Penn State,WR,76.9,231,9.5,33,,4.66,,31.5,118,4.48,7.49,11.76
1268,1998,Kamil Loud,Cal Poly-SLO,WR,71.9,190,9.63,32,,4.47,,32,114,4.26,7.84,11.6
1269,1998,Andy Mccullough,Tennessee,WR,75,209,9.25,33,,4.57,,34.5,118,4.06,7.18,11.61
1270,1998,Harvey Middleton,Georgia Tech,WR,71.3,186,9.13,32.5,,,,32.5,112,4.1,7.46,11.24
1271,1998,Randy Moss,Marshall (WV),WR,75.6,194,9.63,34,17,4.38,,33,117,4.17,7.19,
1272,1998,Brian Musso,Northwestern,WR,71.9,189,9.5,29.63,,4.72,,30.5,109,3.91,7.28,11.47
1273,1998,Marcus Nash,Tennessee,WR,74.9,193,10.13,33.25,,,,,,,,
1274,1998,Pat Palmer,Northwestern State (LA),WR,73.3,182,9.75,32,,4.58,,35,120,4.24,7.46,11.37
1275,1998,Jerome Pathon,Washington,WR,72,187,9.88,30.88,,,,,,,,
1276,1998,Mikhael Ricks,Stephen F. Austin (TX),WR,77.1,237,10.5,35.13,,4.57,,36,127,4.03,7.28,11.56
1277,1998,Kio Sanford,Kentucky,WR,70.1,180,9.25,32.25,,4.53,,33.5,111,4.19,7.55,11.44
1278,1998,Larry Shannon,East Carolina (NC),WR,76.3,210,10.13,34,,,,,,,,
1279,1998,Tony Simmons,Wisconsin,WR,72.8,203,10.5,33.25,,4.35,,36.5,117,3.96,7.15,10.98
1280,1998,Ryan Thelwell,Minnesota,WR,73.6,182,9.13,34.13,,4.59,,36,123,4,6.88,10.76
1281,1998,Jason Tucker,Texas Christian,WR,73,182,9.63,32.25,,4.55,,37,119,4.01,7.06,11
1282,1998,Geoff Turner,Colorado State,WR,67.9,196,8.75,29.38,,,,,,,,
1283,1998,Jim Turner,Syracuse,WR,75.5,210,9.88,34.75,,4.46,,35,121,4.21,7.15,11.62
1284,1998,Hines Ward,Georgia,WR,71.6,195,9,30.5,,,,30.5,110,4.09,7.09,11.02
1285,1998,Toussaint Waterman,Northwestern,WR,72.4,207,9.75,34.5,,4.66,,34,118,4.04,7.64,11.64
1286,1998,Alvis Whitted,North Carolina State,WR,71.5,184,10,33.63,,4.5,,34.5,128,4.11,7.32,11.14
1287,1998,Ed Williams,Iowa State,WR,74.4,204,10.13,33.5,,4.65,,32,108,4.03,7.32,11.11
1288,1997,Mike Adams,Texas,WR,71.4,184,9.13,31.63,,4.59,,29.5,112,4.38,7.51,11.89
1289,1997,Reidel Anthony,Florida,WR,71.5,183,9.25,32.5,,,,,,,,
1290,1997,Will Blackwell,San Diego State,WR,72,185,9.75,33.38,,4.62,,34,120,4.28,7.31,11.43
1291,1997,Macey Brooks,James Madison (VA),WR,76.6,214,9.88,35.13,,4.65,,38.5,125,4.13,7.31,11.43
1292,1997,Rae Carruth,Colorado,WR,70.6,194,9.5,31.13,,,,,,,,
1293,1997,Albert Connell,Texas A&M,WR,72.4,184,8.88,31.5,,4.55,,,,,,
1294,1997,Andre Cooper,Florida State,WR,74,195,9.25,35.63,,,,,,,,
1295,1997,Juan Daniels,Georgia,WR,73.1,210,9.13,32.25,,4.59,,34.5,114,4.33,7.54,
1296,1997,Richard Dice,Arizona,WR,73.9,218,9,31.63,,,,,,,,
1297,1997,Yatil Green,Miami (FL),WR,74.9,199,9.25,33,,4.41,,40.5,130,4.17,7.52,11.53
1298,1997,Marcus Harris,Wyoming,WR,73.4,213,9.88,32.75,,4.68,,34,112,4.09,7.42,11.51
1299,1997,Ike Hilliard,Florida,WR,71.9,189,9.5,32.63,,,,,,,,
1300,1997,Alonzo Johnson,Central State (OH),WR,71.1,183,9.5,32,,4.67,,33,116,4.28,7.46,11.49
1301,1997,Joey Kent,Tennessee,WR,72.6,186,8.88,33.75,,,,,,,,
1302,1997,Tony Lanier,Virginia State,WR,71.5,172,9.88,33.63,,4.67,,33.5,120,4.19,7.09,11.03
1303,1997,Kevin Lockett,Kansas State,WR,71.9,171,8.63,33.25,,4.57,,36.5,121,3.93,6.88,10.89
1304,1997,Chad Mackey,Louisiana Tech,WR,72.9,205,9.25,32,,4.68,,34,115,3.99,7.06,11.29
1305,1997,Brian Manning,Stanford,WR,71.1,181,9.5,31.5,,4.59,,34.5,120,4.12,7.31,11.53
1306,1997,Derrick Mason,Michigan State,WR,70.8,193,10,32.25,,4.55,,32,113,4.46,7.33,11.65
1307,1997,Chris Miller,Southern California,WR,70.1,192,9.63,32.5,,4.58,,31.5,115,4.32,7.4,11.69
1308,1997,Pearce Pegross,Baylor,WR,69.4,170,9.88,31.88,,4.63,,31.5,116,4.29,7.34,11.32
1309,1997,Keith Poole,Arizona State,WR,72.8,188,9.25,30.63,,4.57,,31,115,4.28,7.3,11.51
1310,1997,Brian Roberson,Frenso State (CA),WR,68.8,161,9.25,31.25,,4.65,,30.5,115,4.14,7.36,11.67
1311,1997,Marcus Robinson,South Carolina,WR,75.4,213,10.25,34.13,,4.55,,37,120,,,
1312,1997,Donald Sellers,New Mexico,WR,72.1,184,9.25,33,,4.65,,35.5,112,4.53,,
1313,1997,Geroy Simon,Maryland,WR,72,188,9.5,32.63,,4.61,,32,111,4.49,7.81,11.96
1314,1997,Dimitrious Stanley,Ohio State,WR,70.9,188,9.75,31,,4.73,,29,105,4.5,7.83,
1315,1997,Robert Tate,Cincinnati,WR,70.4,187,9.25,31,,4.54,,30,108,4.3,7.36,11.75
1316,1997,Buster Tillman,Ohio State,WR,72.8,186,9.5,32,,4.77,,32.5,99,4.1,7.58,11.56
1317,1997,Dedric Ward,Northern Iowa,WR,68.6,175,8.88,30,,4.56,,31,109,4.14,7.1,11.17
1318,1997,Robert Wilson,Florida A&M,WR,70.8,176,9,32.25,,4.82,,31.5,108,4.57,7.42,12.45
1319,1997,Antwuan Wyatt,Bethune-Cookman (FL),WR,70,199,9.75,31.88,,,,33.5,107,4.33,7.52,
1320,1996,Jay Arnold,Frenso State (CA),WR,72.3,176,9.13,32.75,,4.68,,30,116,4.2,,11.81
1321,1996,Reggie Barlow,Alabama State,WR,71.3,187,8.75,33.13,,4.59,,32.5,115,4.2,,11.12
1322,1996,Curtis Brown,Alabama,WR,72.8,196,9,33.75,,4.85,,31.5,113,4.24,,11.81
1323,1996,Shaston Coleman,Mississippi State,WR,73.5,209,9,33.75,,4.69,,29.5,117,4.52,,12.15
1324,1996,Preston Cunningham,Southwest Minnesota,WR,74.5,231,10.25,33.63,,4.9,,29.5,113,4.5,,12.15
1325,1996,Chris Doering,Florida,WR,75.5,191,10,31.75,,4.87,,30.5,118,4.52,,11.94
1326,1996,Bobby Engram,Penn State,WR,69.6,187,9.13,30.25,,,,,,,,
1327,1996,Terry Glenn,Ohio State,WR,70.5,184,10.38,32.5,,,,,,,,
1328,1996,Terry Guess,Gardner-Webb (NC),WR,72.1,200,9.5,33.63,,4.6,,,,,,
1329,1996,Mark Harris,Stanford,WR,75.3,195,9,31.5,,4.84,,31,110,4.23,,11.71
1330,1996,Marvin Harrison,Syracuse,WR,71.9,181,9.75,30.75,,,,,,,,
1331,1996,Mercury Hayes,Michigan,WR,70,198,9.13,31.25,,4.68,,34,117,4.12,,11.26
1332,1996,Mike Horacek,Iowa State,WR,72.8,201,10.13,31.5,,4.67,,30.5,124,4.14,,11.1
1333,1996,Brice Hunter,Georgia,WR,72.1,214,9.88,31.63,,,,,,,,
1334,1996,Patrick Jeffers,Virginia,WR,75.1,221,10,31.63,,4.63,,35,121,4.21,,11.45
1335,1996,Dietrich Jells,Pittsburgh,WR,70.3,184,8.38,31.5,,,,,,,,
1336,1996,Keyshawn Johnson,Southern California,WR,75.3,220,10.88,33.5,,,,31.5,125,4.25,,11.65
1337,1996,Charlie Jones,Frenso State (CA),WR,68,175,9.63,31.63,,4.59,,34,117,4.59,,11.76
1338,1996,Clarence Jones,Tennessee State,WR,71.6,184,8.63,31.25,,4.59,,33.5,124,4.3,,11.53
1339,1996,Kevin Jordan,UCLA,WR,74,193,8.25,31,,4.67,,,111,,,
1340,1996,Eddie Kennison,Louisiana State,WR,71.4,191,9.5,31,,4.5,,34.5,120,4.23,,11.46
1341,1996,Jermaine Lewis,Maryland,WR,67.4,172,9,31.38,,4.47,,33.5,124,4.3,,11.08
1342,1996,Ray Lucas,Rutgers,WR,74.3,202,9.5,31.5,,4.71,,33,132,4.34,,
1343,1996,Toderick Malone,Alabama,WR,70.4,179,9.25,30.63,,4.69,,31.5,111,4.2,,12.04
1344,1996,Derrick Mayes,Notre Dame,WR,72.1,200,9.63,32.88,,4.67,,35.5,120,4.11,,11.27
1345,1996,Cristin Mclemore,Oregon,WR,70.8,189,9,30.63,,,,,,,,
1346,1996,Eric Moulds,Mississippi State,WR,72.9,204,9.25,32,,,,,,,,
1347,1996,Mushsin Muhammad,Michigan State,WR,73.8,217,10.38,33.38,,4.53,,33,120,4.16,,11.31
1348,1996,Terrell Owens,Tennessee-Chattanooga,WR,74.9,213,10.5,34.5,,4.65,,33,120,4.26,,11.43
1349,1996,Phillip Riley,Florida State,WR,70.9,189,9.13,32.88,,4.5,,32.5,120,4.46,,11.66
1350,1996,James Roe,Norfolk State (VA),WR,72.6,187,9.38,33.88,,4.66,,38.5,132,4.34,,11.06
1351,1996,Mitch Running,Kansas State,WR,71.1,184,8.38,31,,4.74,,32,108,4.04,,11.17
1352,1996,Lance Schwindt,Fort Hays State (KS),WR,74.8,210,8.75,31.5,,4.82,,31,120,4.56,,12.06
1353,1996,Freddie Scott,Penn State,WR,70.5,189,9.38,31.75,,4.7,,30,108,,,
1354,1996,Jason Shelley,Central State (OH),WR,72.4,189,9.88,32.88,,4.71,,31,108,4.47,,11.88
1355,1996,Bryan Still,Virginia Tech,WR,71.1,176,9.25,32,,4.4,,37.5,120,4.06,,11.23
1356,1996,Amani Toomer,Michigan,WR,74.9,197,9,32.5,,4.5,,40,132,4.14,,11.14
1357,1996,Iheanyi Uwaezuoke,California,WR,72,192,9.13,32.88,,,,,,,,
1358,1996,Alex Van Dyke,Nevada Las Vegas,WR,71.9,200,10.13,32.13,,4.57,,33,120,4.62,,11.86
1359,1996,Marcus Wall,North Carolina,WR,68.8,162,9,30.25,,4.59,,31.5,120,4.2,,11.57
1360,1996,Ervin Whitehead,William & Mary (VA),WR,72.1,171,9.25,30.5,,4.69,,31.5,120,4.3,,12.02
1361,1996,Stepfret Williams,Louisiana-Monroe,WR,71.9,170,8.25,31.75,,4.59,,31,120,4.44,,11.44
1362,1996,Sir Mawn Wilson,Syracuse,WR,73,209,9.63,32,,4.6,,35,132,4.24,,11.47
1363,1996,Cedric Zachery,Georgia Tech,WR,71.8,176,9,30.5,,4.63,,33.5,120,4.38,,11.35
1364,1995,Justin Armour,Stanford,WR,76.6,221,10.5,32,,4.71,,32.5,116,4.04,,11.36
1365,1995,Henry Bailey,Nevada Las Vegas,WR,68,176,9,30.88,,4.48,,38.5,130,4.12,,11.56
1366,1995,Mill Coleman,Michigan State,WR,68,171,10.5,30.13,,4.77,,,,,,
1367,1995,Lee Deramus,Wisconsin,WR,72,191,10.13,33.75,,,,,,,,
1368,1995,David Dunn,Frenso State (CA),WR,73.6,209,10.75,32.63,,,,,,,,
1369,1995,Omar Ellison,Florida State,WR,72.8,203,9.5,33.13,,4.64,,,111,,,
1370,1995,Stanley Flanders,Valdosta State (GA),WR,70.3,167,8.88,29.63,,4.86,,30,108,,,
1371,1995,Antonio Freeman,Baltimore Polytechnic,WR,72.6,180,8.38,31.25,,,,,,,,
1372,1995,Joey Galloway,Ohio State,WR,70.4,188,10.25,30.63,,,,,,,,
1373,1995,Jerry Garrett,Wayne State (NE),WR,70.4,201,8.75,31,,4.71,,30,112,4.25,,11.62
1374,1995,Eddie Goines,North Carolina State,WR,71.9,183,9.5,31.38,,,,,,,,
1375,1995,Ken Grace,Southern California,WR,68.9,167,8.63,29.5,,4.7,,31,114,4.15,,11.16
1376,1995,Hason Graham,Georgia,WR,69.8,176,9.25,29.75,,4.56,,28,111,,,
1377,1995,Kerry Hayes,Western Carolina,WR,67,163,8.88,29.38,,4.78,,30.5,112,4.25,,11.75
1378,1995,Edward Hervey,Southern California,WR,74.5,179,9,32.25,,,,,,,,
1379,1995,Aubrey Hill,Florida,WR,71.3,169,9.5,31,,4.68,,31,112,4.15,,
1380,1995,Jack Jackson,Florida,WR,68.4,171,9.38,29.5,,,,,,,,
1381,1995,Chris Jones,Miami (FL),WR,75.8,210,9.63,32,,4.61,,33,116,4.46,,11.59
1382,1995,Curtis Marsh,Utah,WR,73.4,212,10,31.88,,4.68,,32.5,120,4.41,,11.94
1383,1995,Kez Mccorvey,Florida State,WR,72,180,10.13,32.5,,,,,,,,
1384,1995,Clyde Mccoy,Arizona State,WR,72,171,8.38,31.63,,4.67,,34.5,123,,,
1385,1995,Mike Miller,Notre Dame,WR,66.6,159,9.25,28.88,,4.57,,32.5,113,4.19,,11.37
1386,1995,Lovell Pinkney,Texas,WR,76.4,248,9.88,33.38,,,,,,,,
1387,1995,Roell Preston,Mississippi,WR,69.6,187,9.5,30,,4.55,,31.5,115,,,
1388,1995,David Rhodes,Central Florida,WR,72.9,203,9.63,31.5,,4.78,,30,118,4.52,,12.16
1389,1995,JJ Rowlett,Texas-El Paso,WR,74.9,211,9.88,33,,4.72,,28.5,109,4.28,,11.47
1390,1995,Chris Sanders,Ohio State,WR,72.3,184,8.75,32.88,,4.54,,38,121,4.09,,11.09
1391,1995,Frank Sanders,Auburn,WR,73.8,202,9.38,32.38,,,,,,,,
1392,1995,Freddie Solomon,South Carolina State,WR,69.8,180,8.63,31,,4.69,,32.5,120,4.29,,11.38
1393,1995,JJ Stokes,UCLA,WR,76.5,217,9.75,34.13,,,,,,,,
1394,1995,Johnny Thomas,Arizona State,WR,70.9,173,9.13,30,,4.6,,33,115,,,
1395,1995,Burt Thornton,Purdue,WR,73.4,202,9.38,33,,4.71,,32.5,119,4.28,,11.59
1396,1995,Michael Westbrook,Colorado,WR,75.4,215,9.88,33.5,,4.51,,,124,4.09,,11.13
1397,1995,Billy Williams,Tennessee,WR,71,175,9.5,30,,4.58,,,117,,,
1398,1995,Robert Williams,Valdosta State (GA),WR,75.5,237,9.5,31.63,,4.86,,27.5,113,,,
1399,1995,Manley Woods,New Mexico,WR,73.5,171,9.63,30.13,,4.65,,32.5,114,4.41,,11.75
1400,1994,Derrick Alexander,Michigan,WR,73.1,196,8.75,31.5,,4.5,,36,127,4.19,,11.44
1401,1994,Tyler Anderson,Brigham Young,WR,72.1,175,8,31,,4.65,,27.5,112,4.37,,12.04
1402,1994,Aaron Bailey,Louisville,WR,70,179,8.75,31.88,,4.76,,30.5,114,4.25,,11.53
1403,1994,Chris Brantley,Rutgers,WR,69.9,177,10,31,,4.53,,32,120,4,,11.03
1404,1994,Isaac Bruce,Memphis,WR,71.5,173,8.75,33.13,,4.55,,36.5,121,4.15,,11.5
1405,1994,Andre Coleman,Kansas State,WR,68.8,165,8.63,30,,4.41,,,,,,
1406,1994,Lake Dawson,Notre Dame,WR,72.3,203,9.5,33,,4.73,,34,118,4.12,,11.22
1407,1994,Troy Dickey,Arizona,WR,74.3,217,10,33.5,,,,,,,,
1408,1994,Corey Dixon,Nebraska,WR,67.3,157,8.63,28,,4.51,,32,109,4.2,,11.22
1409,1994,Todd Dixon,Wake Forest,WR,70,175,9,30.38,,4.53,,33,117,4.53,,11.65
1410,1994,Eric Drage,Brigham Young,WR,71.3,188,8.25,29.5,,4.65,,30,110,4.21,,11.35
1411,1994,Bert Emanuel,Rice (TX),WR,70.4,171,8.25,30.63,,4.59,,37,117,3.98,,10.85
1412,1994,Craig Faulkner,Tennessee,WR,70.6,182,9.13,30.75,,4.8,,30.5,109,4.16,,11.5
1413,1994,Cory Fleming,Tennessee,WR,73.1,207,8.13,32.5,,,,,,,,
1414,1994,Matt Frier,Florida State,WR,70.5,194,8.25,30,,,,,,,,
1415,1994,Mario Henry,Rutgers,WR,72.6,184,9.5,31.75,,4.56,,38.5,125,4.37,,11.84
1416,1994,Lloyd Hill,Texas Tech,WR,72.8,190,8.75,32.5,,,,,,,,
1417,1994,Shelby Hill,Syracuse,WR,71.4,207,9.5,30.75,,,,,,,,
1418,1994,Corey Holliday,North Carolina,WR,74,208,10.25,32.88,,4.75,,27.5,112,4.34,,11.9
1419,1994,Harrison Houston,Florida,WR,69.3,173,8.5,29.5,,4.63,,32.5,106,4.1,,11.1
1420,1994,Willie Jackson,Florida,WR,73,205,9,33,,4.62,,38,125,4.15,,11
1421,1994,Charles Johnson,Colorado,WR,72.3,188,9.25,32,,,,,,,,
1422,1994,Jay Kearney,West Virginia,WR,72.9,190,9.88,30.88,,4.61,,36,115,,,
1423,1994,Kevin Knox,Florida State,WR,74.5,199,10.13,33,,4.64,,34.5,119,4.35,,11.5
1424,1994,Kevin Lee,Alabama,WR,72.3,194,8.5,32.5,,4.55,,32,121,,,
1425,1994,Thomas Lewis,Indiana,WR,72.6,185,9.25,31,,4.61,,34.5,116,4.15,,11.63
1426,1994,Terry Mickens,Florida A&M,WR,72.1,200,10,32.5,,4.63,,31,117,4.39,,11.75
1427,1994,Johnnie Morton,Southern California,WR,71.9,189,10,32,,,,,,,,
1428,1994,Turhon O'Bannon,New Mexico,WR,72.3,196,8.63,33.13,,4.52,,35,120,4.34,,11.76
1429,1994,David Palmer,Alabama,WR,67.9,167,8.5,29.63,,,,,,,,
1430,1994,Orlando Parker,Troy (AL),WR,70.6,183,9.25,32.75,,4.53,,,,,,
1431,1994,Chris Penn,Tulsa (OK),WR,72.1,196,10.38,31.88,,4.79,,35.5,118,4.06,,11.31
1432,1994,Jim Ray,Utah State,WR,74.1,202,8.5,32,,,,,,,,
1433,1994,Bryan Rowley,Utah,WR,69.8,181,9.25,29,,,,,,,,
1434,1994,Darnay Scott,San Diego State,WR,73,180,8.5,32.5,,4.55,,,,,,
1435,1994,Malcolm Seabron,Frenso State (CA),WR,71,192,8.75,30.88,,4.56,,34,107,4.53,,11.56
1436,1994,Eddie Small,Mississippi,WR,71.6,188,8.75,32.13,,4.67,,30,108,4.25,,11.46
1437,1994,Terry Smith,Clemson,WR,72.6,195,9,31.88,,4.78,,33,117,4.25,,11.47
1438,1994,Tydus Winans,Frenso State (CA),WR,69.8,175,8.63,31,,4.56,,35,122,4.15,,11.5
1439,1994,Ryan Yarborough,Wyoming,WR,72.9,194,9.5,31.75,,4.59,,34.5,116,,,
1440,1993,Stevie Anderson,Grambling State (LA),WR,76.3,207,8.88,32.63,,4.57,,35,115,4.15,,11.38
1441,1993,Victor Bailey,Missouri,WR,74.3,196,10.5,32,,4.57,,35,114,4.16,,11.94
1442,1993,Shannon Baker,Florida State,WR,69.5,185,9.25,32.88,,4.49,,35,114,4.4,,11.96
1443,1993,Jimmy Bethea,Tennessee State,WR,74.4,198,9.38,33,,4.73,12,,,,,
1444,1993,Phillip Bobo,Washington State,WR,70.6,186,9.88,32.25,,4.59,,27,111,4.26,,11.83
1445,1993,Melvin Bonner,Baylor,WR,74.6,207,8.88,32.88,,4.63,,36,129,4.42,,11.99
1446,1993,Vincent Brisby,Louisiana-Monroe,WR,73,186,10.25,32.38,,4.49,,36,128,4.04,,11.44
1447,1993,Anthony Brooks,East Texas Baptist,WR,71,179,8.5,32,,4.5,,29,115,4.3,,11.84
1448,1993,Gregory Clifton,Virginia Military Inst (VA),WR,71.3,178,9,30,,4.58,,33.5,122,4.14,,11.39
1449,1993,Curtis Conway,Southern California,WR,72.3,185,8.75,31.5,,,,,,,,
1450,1993,Horace Copeland,Miami (FL),WR,74.4,194,9.75,33.25,,4.63,,43.5,130,,,
1451,1993,Russell Copeland,Memphis,WR,72.4,196,8.38,31.38,,,,34.5,112,,,
1452,1993,Sean Dawkins,California,WR,75.9,213,10,32.25,,4.61,,32,119,4,,11.21
1453,1993,Ron Dickerson,Arkansas,WR,72.5,206,8.88,33,,4.55,,33.5,123,4.2,,11.69
1454,1993,Travis Hannah,Southern California,WR,67,161,8,29,,4.43,,32,114,4.1,,11.57
1455,1993,Willie Harris,Mississippi State,WR,73.4,193,8.88,32.13,,4.63,,33.5,114,4.24,,11.52
1456,1993,Andre Hastings,Georgia,WR,72.3,185,9.88,31.5,,,,,,,,
1457,1993,Danan Hughes,Iowa,WR,73.3,206,9.75,31.25,,,,,,,,
1458,1993,Qadry Ismail,Syracuse,WR,72.5,192,9.75,31.63,,4.49,,35,119,,,
1459,1993,Tony James,Mississippi State,WR,68.9,190,8.25,30.38,,4.79,,31,106,4.13,,12.66
1460,1993,James Jett,West Virginia,WR,69.4,167,8.88,30.75,,4.49,,33,117,3.89,,11.3
1461,1993,Antonio Johnson,Syracuse,WR,67.6,195,8.88,31.5,,4.51,,40.5,124,4.29,,11.49
1462,1993,Antonious Kimbrough,Jackson State (MS),WR,74.3,195,8.63,33.88,,4.63,,32,116,4.2,,11.41
1463,1993,Sean Lachapelle,UCLA,WR,75.5,205,9,30.88,,4.66,,35,123,4.12,,11.52
1464,1993,O.J. Mcduffie,Penn State,WR,70.1,191,10.13,31.75,,,,,,,,
1465,1993,John Morton,Western Michigan,WR,71.9,186,9.75,31.25,,4.39,,36.5,130,4.3,,11.09
1466,1993,Vince Parks,Middle Tennessee State,WR,68.5,149,9.38,32,,,,,,,,
1467,1993,Greg Primus,Colorado State,WR,70.6,186,8.88,31.63,,4.74,,34.5,123,4.09,,11.31
1468,1993,Larry Ryans,Clemson,WR,71,182,8,32,,4.56,,35,118,4.07,,11.17
1469,1993,Kenny Shedd,Northern Iowa,WR,69,168,8.88,29.63,,4.42,,37.5,125,4.03,,11.33
1470,1993,Darryl Spencer,Miami (FL),WR,68,174,9.13,29.5,,4.8,,29.5,113,4.09,,11.6
1471,1993,Brian Stablein,Ohio State,WR,73.1,190,8.38,31.13,,4.61,,38.5,126,3.8,,10.7
1472,1993,Mark Szlachcic,Bowling Green (OH),WR,75.9,200,8.88,33,,4.96,,26,106,4.47,,12.27
1473,1993,Lamar Thomas,Miami (FL),WR,73.3,163,9.13,31.88,,4.58,,34,117,,,
1474,1993,Charles Thompson,Central State (OH),WR,69,182,8.75,29.25,,4.69,6,,,,,
1475,1993,Olanda Truitt,Mississippi State,WR,72.4,189,9.5,31.75,,4.62,,33,115,4.3,,11.6
1476,1993,Aaron Turner,Pacific (CA),WR,71.6,182,9.38,31.88,,4.56,,32,113,4.2,,11.77
1477,1993,Terrence Warren,Hampton (VA),WR,72.9,199,9.63,32,,4.55,,34,123,4.14,,11.99
1478,1993,Kevin Williams,Miami (FL),WR,69,190,9,31.5,,4.49,,35.5,123,4.61,,11.35
1479,1992,Mario Bailey,Washington,WR,69,162,8.75,29.75,,4.62,,35,123,4.18,,11.77
1480,1992,Michael Bates,Arizona,WR,69.8,187,9,31.88,,4.48,,34.5,124,,,
1481,1992,Rodney Blackshear,Texas Tech,WR,71.4,178,9.5,32,,4.63,,30.5,117,4.34,,11.62
1482,1992,Eric Boles,Central Washington,WR,75.3,205,9.88,34.63,,4.68,,35.5,121,4.27,,11.65
1483,1992,Alan Boschma,Portland State (OR),WR,72.3,183,9.13,30.38,,4.98,,26,103,4.3,,12.27
1484,1992,Jon Bostick,Nebraska,WR,72.9,191,8.88,30.75,,4.71,,33.5,114,4.06,,11.37
1485,1992,Robert Brooks,South Carolina,WR,72,175,9.63,31.38,,4.64,,37,126,4.18,,11.31
1486,1992,John Brown,Houston,WR,73.3,199,9.5,34.5,,4.59,,35,127,4.18,,11.1
1487,1992,Verlond Brown,Houston,WR,72,178,8,32,,4.62,,33,118,4.3,,11.68
1488,1992,Vincent Brownlee,Mississippi,WR,71.1,188,8.38,31.38,,4.67,,32.5,118,4.08,,11.28
1489,1992,Herbert Casey,Auburn,WR,71.5,192,8.13,32.25,,4.7,,34.5,124,4.15,,11.7
1490,1992,Charles Davenport,North Carolina State,WR,75.4,206,9.88,34,,4.62,,33,109,4.34,,11.8
1491,1992,Darnell Dickerson,Pittsburgh,WR,74.8,232,8.5,32.13,,4.95,,29,109,,,
1492,1992,Marcus Dowdell,Tennessee State,WR,70.3,187,8,30.25,,4.74,,33,123,4.08,,11.29
1493,1992,Brian Dowler,Marshall (WV),WR,71.5,181,9.25,29.75,,4.74,,27,103,4.24,,11.55
1494,1992,Kasey Dunn,Idaho,WR,72.9,198,9.5,30.25,,4.89,,33,116,4.27,,11.98
1495,1992,Ken Ealy,Central Michigan,WR,70.6,177,8.25,29,,4.63,,34,111,4.13,,11.32
1496,1992,Nickey Edmondson,Jacksonville State (AL),WR,69.1,184,8.13,30,,4.8,,28,104,4.37,,12.66
1497,1992,Bernard Edwards,Ohio State,WR,76.4,201,9.13,32,,4.82,,30.5,102,4.28,,11.88
1498,1992,Ray Ethridge,Pasedena City College,WR,70.5,180,7.38,31.13,,4.43,,37.5,130,,,
1499,1992,Keith Ewell,Duke,WR,72.5,182,10.13,33.5,,,,,,,,
1500,1992,Marcus Grant,Houston,WR,67.1,145,7.88,29.38,,4.66,,33,115,4.38,,12.18
1501,1992,Shoun Habersham,Tennessee-Chattanooga,WR,70.8,173,8.25,31.38,,4.42,,36.5,116,3.99,,11.28
1502,1992,Courtney Hawkins,Michigan State,WR,69,183,8.75,30.13,,,,,,,,
1503,1992,Wayne Hawkins,Southwest Minnesota,WR,70.3,176,8.25,29.63,,4.61,,30.5,111,4,,11.45
1504,1992,Eric Henley,Rice (TX),WR,67.8,157,8,28.63,,4.76,,31,110,4.23,,11.6
1505,1992,Mark Henry,Colorado,WR,74.4,198,8.75,30.5,,4.87,,28.5,107,4.33,,12.19
1506,1992,Andrew Hill,Indiana (PA),WR,75,204,10.13,33.25,,4.77,,30.5,117,4.35,,11.89
1507,1992,Chris Holder,Tuskegee (AL),WR,71.8,185,8.75,30,,4.78,,29,106,4.56,,12.36
1508,1992,Desmond Howard,Michigan,WR,69.9,184,8.88,30.38,,,,,,,,
1509,1992,Tracey Jenkins,Utah State,WR,72.8,196,8.63,32.5,,4.79,,32,116,4.35,,12.11
1510,1992,Darron Johnson,Angelo State (TX),WR,72.3,188,8.75,31.5,,4.72,,35,128,4.29,,12.06
1511,1992,Hendricks Johnson,Northern Arizona,WR,74,182,8.38,32.38,,4.67,,34,119,4.3,,11.71
1512,1992,Walter Jones,Duke,WR,70.3,180,8.5,31,,4.69,,35,119,4.31,,11.83
1513,1992,Todd Kinchen,Louisiana State,WR,71.3,187,9.13,30.88,,4.61,,31.5,109,4.02,,11.09
